feature_name,feature_label,feature_group,feature_family,task_specific,valid_task_types,language,task_type,cell_id,cell_label,paper_task_labels,paper_task_labels_display,datasets,applicable,valid_effect,min5_cell,robust_min10_cell,n_ad,n_hc,mean_ad,mean_hc,cohens_d,cohens_d_abs,direction,welch_p,anova_p,welch_bonferroni_p,anova_bonferroni_p,welch_significant_bonferroni,anova_significant_bonferroni,welch_rank,anova_rank,welch_top_5,anova_top_5,welch_top_10,anova_top_10,welch_top_20,anova_top_20,welch_top_50,anova_top_50,welch_top_100,anova_top_100
lex_mattr_20,MATTR 20,lex,lexical,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.8069608938101156,0.8595973142157187,-0.47766821971641543,0.47766821971641543,lower_in_AD,0.008035666806526278,0.007285658312778016,1.0,1.0,False,False,39.0,27.0,False,False,False,False,False,False,True,True,True,True
lex_hapax_ratio,hapax ratio,lex,lexical,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.5481698394881412,0.6581331656267264,-0.5496772905887342,0.5496772905887342,lower_in_AD,0.00236190087578216,0.00210776811121363,0.5125324900447287,0.45738568013335773,False,False,20.0,17.0,False,False,False,False,True,True,True,True,True,True
lex_repetition_rate,repetition rate,lex,lexical,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.27670435404518173,0.2093978404387535,0.47500685800719,0.47500685800719,higher_in_AD,0.008788569251007601,0.007608935674297637,1.0,1.0,False,False,41.0,28.0,False,False,False,False,False,False,True,True,True,True
lex_mean_token_length,mean token length,lex,lexical,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,4.463829000509655,4.683769799375494,-0.301757496171106,0.301757496171106,lower_in_AD,0.09143982596003417,0.08739854521570424,1.0,1.0,False,False,76.0,77.0,False,False,False,False,False,False,False,False,True,True
lex_std_token_length,std token length,lex,lexical,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,2.1725746256502503,2.3668897199354735,-0.40422786417146866,0.40422786417146866,lower_in_AD,0.022099807038592434,0.02262462727077575,1.0,1.0,False,False,50.0,50.0,False,False,False,False,False,False,True,True,True,True
lex_function_word_ratio,function-word ratio,lex,lexical,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.5061548323244096,0.4795252896195845,0.25344319559918654,0.25344319559918654,higher_in_AD,0.14000586685306823,0.1504435663689561,1.0,1.0,False,False,93.0,96.0,False,False,False,False,False,False,False,False,True,True
lex_content_word_ratio,content-word ratio,lex,lexical,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.4688497846208488,0.49114012840809096,-0.2160156317325385,0.2160156317325385,lower_in_AD,0.20957485716434235,0.21984660113399324,1.0,1.0,False,False,110.0,114.0,False,False,False,False,False,False,False,False,False,False
lex_brunet,brunet,lex,lexical,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,7.99342215664916,7.725335846473817,0.1744032391997179,0.1744032391997179,higher_in_AD,0.3270690434701691,0.3214042476629931,1.0,1.0,False,False,125.0,124.0,False,False,False,False,False,False,False,False,False,False
lex_honore,honore,lex,lexical,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,74,54,1669.916857854416,2450.885619737955,-0.6579745902374817,0.6579745902374817,lower_in_AD,0.0010941730571870948,0.00034880294910084143,0.23743555340959957,0.0756902399548826,False,False,15.0,11.0,False,False,False,False,True,True,True,True,True,True
pause_filled_count,filled count,pause,pause/fluency,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.23684210526315788,0.21052631578947367,0.02571333074556479,0.02571333074556479,higher_in_AD,0.870506927896109,0.8835553163409964,1.0,1.0,False,False,190.0,190.0,False,False,False,False,False,False,False,False,False,False
pause_filled_per_100_words,filled per 100 words,pause,pause/fluency,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.3884928562633968,0.41175580256253164,-0.018349705475365772,0.018349705475365772,lower_in_AD,0.9141228235508057,0.9167547459480273,1.0,1.0,False,False,193.0,193.0,False,False,False,False,False,False,False,False,False,False
disc_repeated_unigram_ratio,repeated unigram ratio,disc,discourse,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.27670435404518173,0.2093978404387535,0.47500685800719,0.47500685800719,higher_in_AD,0.008788569251007601,0.007608935674297637,1.0,1.0,False,False,42.0,29.0,False,False,False,False,False,False,True,True,True,True
disc_repeated_bigram_ratio,repeated bigram ratio,disc,discourse,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.07889073789866521,0.05272356651395366,0.23000575053419592,0.23000575053419592,higher_in_AD,0.21040770889916713,0.19158766989321208,1.0,1.0,False,False,111.0,109.0,False,False,False,False,False,False,False,False,False,False
disc_repeated_trigram_ratio,repeated trigram ratio,disc,discourse,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.037026283260177324,0.029663751036840852,0.07359778308357914,0.07359778308357914,higher_in_AD,0.6936317458048015,0.6751496599263649,1.0,1.0,False,False,165.0,164.0,False,False,False,False,False,False,False,False,False,False
disc_immediate_repetition_count,immediate repetition count,disc,discourse,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.34210526315789475,0.10526315789473684,0.38935122552976853,0.38935122552976853,higher_in_AD,0.016759168045317303,0.027993660901535353,1.0,1.0,False,False,47.0,53.0,False,False,False,False,False,False,True,False,True,True
syn_noun_ratio,noun ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.16183412964707397,0.16900720636189517,-0.08022283974331351,0.08022283974331351,lower_in_AD,0.6261394863605191,0.6478238534980534,1.0,1.0,False,False,159.0,161.0,False,False,False,False,False,False,False,False,False,False
syn_verb_ratio,verb ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.16215428475539015,0.17310086173634007,-0.15707288833041438,0.15707288833041438,lower_in_AD,0.38337026676310193,0.3716639488917302,1.0,1.0,False,False,128.0,127.0,False,False,False,False,False,False,False,False,False,False
syn_adj_ratio,adj ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.05196229183930442,0.05260225643395765,-0.011425200415972031,0.011425200415972031,lower_in_AD,0.9477218889342761,0.9481100220076452,1.0,1.0,False,False,198.0,198.0,False,False,False,False,False,False,False,False,False,False
syn_adv_ratio,adv ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.08737239188402113,0.09120798125981679,-0.058300944691416896,0.058300944691416896,lower_in_AD,0.7409744799587535,0.7398687966871386,1.0,1.0,False,False,171.0,171.0,False,False,False,False,False,False,False,False,False,False
syn_adp_ratio,adp ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.047335021197753034,0.045674120588317234,0.045694726180416305,0.045694726180416305,higher_in_AD,0.7995848661276399,0.7946669502597482,1.0,1.0,False,False,173.0,173.0,False,False,False,False,False,False,False,False,False,False
syn_aux_ratio,aux ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.09078507505708122,0.07748150403429942,0.23742139941630067,0.23742139941630067,higher_in_AD,0.1726381450953573,0.17775058572621366,1.0,1.0,False,False,103.0,105.0,False,False,False,False,False,False,False,False,False,False
syn_pronoun_ratio,pronoun ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.13384978953400015,0.10123702408179461,0.508356390387419,0.508356390387419,higher_in_AD,0.0036886488725868566,0.004361027163042214,0.8004368053513479,0.9463428943801605,False,False,25.0,23.0,False,False,False,False,False,False,True,True,True,True
syn_determiner_ratio,determiner ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.15665633691156086,0.1749420129944157,-0.2528390106276005,0.2528390106276005,lower_in_AD,0.13969785862200854,0.1514109802363581,1.0,1.0,False,False,92.0,98.0,False,False,False,False,False,False,False,False,True,True
syn_cconj_ratio,cconj ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.04530989610229193,0.0447886164144206,0.013342460385100658,0.013342460385100658,higher_in_AD,0.9393804275815176,0.9394181051850797,1.0,1.0,False,False,195.0,195.0,False,False,False,False,False,False,False,False,False,False
syn_sconj_ratio,sconj ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.007241194073435612,0.014662452668669218,-0.2957795009544236,0.2957795009544236,lower_in_AD,0.12882139103476814,0.09378009147578914,1.0,1.0,False,False,90.0,78.0,False,False,False,False,False,False,False,False,True,True
syn_interjection_ratio,interjection ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.0,0.0,0.0,0.0,none,1.0,1.0,1.0,1.0,False,False,206.0,206.0,False,False,False,False,False,False,False,False,False,False
syn_propn_ratio,propn ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.005526686495059074,0.005221822616081107,0.01753925531233338,0.01753925531233338,higher_in_AD,0.9167462688618628,0.9204187912128922,1.0,1.0,False,False,194.0,194.0,False,False,False,False,False,False,False,False,False,False
syn_part_ratio,part ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.024977519448286585,0.020739558837667583,0.14384801529901622,0.14384801529901622,higher_in_AD,0.39335971973943373,0.4131602174744929,1.0,1.0,False,False,129.0,131.0,False,False,False,False,False,False,False,False,False,False
syn_num_ratio,num ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.006258965112773682,0.008974471169000426,-0.1258264192670382,0.1258264192670382,lower_in_AD,0.5033143692796043,0.4739689593352401,1.0,1.0,False,False,147.0,143.0,False,False,False,False,False,False,False,False,False,False
syn_noun_verb_ratio,noun/verb ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,73,56,0.7039872828597145,0.8594225798318115,-0.22618855304337304,0.22618855304337304,lower_in_AD,0.21867698282281964,0.20523681134090277,1.0,1.0,False,False,113.0,110.0,False,False,False,False,False,False,False,False,False,False
syn_pronoun_noun_ratio,pronoun noun ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,72,56,1.162063323613569,0.7448760462809833,0.46541914547459673,0.46541914547459673,higher_in_AD,0.006207464750135096,0.010090632534847929,1.0,1.0,False,False,35.0,38.0,False,False,False,False,False,False,True,True,True,True
syn_determiner_noun_ratio,determiner noun ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,72,56,1.0723277811513106,1.0933922068244546,-0.03945845585204834,0.03945845585204834,lower_in_AD,0.8130700477310253,0.8250927594349061,1.0,1.0,False,False,174.0,175.0,False,False,False,False,False,False,False,False,False,False
syn_aux_verb_ratio,aux verb ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,73,56,0.6848315583201501,0.5500062962247837,0.23536527995380757,0.23536527995380757,higher_in_AD,0.16872812814286534,0.18756316694445488,1.0,1.0,False,False,101.0,108.0,False,False,False,False,False,False,False,False,False,False
syn_content_function_ratio,content function ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,74,56,0.9395555947269683,1.067798117260305,-0.419211535522566,0.419211535522566,lower_in_AD,0.022630311811597675,0.01943913356700044,1.0,1.0,False,False,51.0,47.0,False,False,False,False,False,False,False,True,True,True
syn_open_closed_ratio,open closed ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,74,56,0.9276920999202313,1.0450374218003642,-0.4001824422855264,0.4001824422855264,lower_in_AD,0.02775155011905417,0.025548215180594174,1.0,1.0,False,False,52.0,51.0,False,False,False,False,False,False,False,False,True,True
syn_clause_density,clause density,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,2.505471721261195,2.3658074112713994,0.04610334754498891,0.04610334754498891,higher_in_AD,0.7730963123711264,0.7928728759804397,1.0,1.0,False,False,172.0,172.0,False,False,False,False,False,False,False,False,False,False
syn_subordination_ratio,subordination ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.7365496569550051,0.7266653309243337,0.007653621749324238,0.007653621749324238,higher_in_AD,0.9616702843318727,0.9652257699536932,1.0,1.0,False,False,203.0,205.0,False,False,False,False,False,False,False,False,False,False
syn_nsubj_ratio,nsubj ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.0705308729268432,0.05596459898615835,0.3436730577128067,0.3436730577128067,higher_in_AD,0.043820642866858175,0.05195445958608146,1.0,1.0,False,False,64.0,63.0,False,False,False,False,False,False,False,False,True,True
syn_obj_ratio,object ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.09692867263495913,0.10687870803642763,-0.18202475192682033,0.18202475192682033,lower_in_AD,0.30806228076407854,0.30079257612144866,1.0,1.0,False,False,123.0,121.0,False,False,False,False,False,False,False,False,False,False
syn_obl_ratio,obl ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.03413069185690134,0.03499546100125793,-0.029222462373259563,0.029222462373259563,lower_in_AD,0.8680407014111515,0.8678029557120366,1.0,1.0,False,False,188.0,188.0,False,False,False,False,False,False,False,False,False,False
syn_advmod_ratio,advmod ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.09801088206506918,0.1003114859941725,-0.031931948217215386,0.031931948217215386,lower_in_AD,0.8551114558692423,0.855676055477825,1.0,1.0,False,False,183.0,183.0,False,False,False,False,False,False,False,False,False,False
syn_amod_ratio,amod ratio,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,0.019778141228175904,0.016542024698131777,0.10013701016715276,0.10013701016715276,higher_in_AD,0.5750916427640506,0.5686428649647255,1.0,1.0,False,False,157.0,156.0,False,False,False,False,False,False,False,False,False,False
syn_mean_dependency_length,mean dependency length,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,2.2571553937554456,2.306571341487472,-0.07137412961038991,0.07137412961038991,lower_in_AD,0.6657316083867124,0.6844216537288064,1.0,1.0,False,False,164.0,165.0,False,False,False,False,False,False,False,False,False,False
syn_std_dependency_length,std dependency length,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,1.6679502616534,1.9589864777723947,-0.31593924733281753,0.31593924733281753,lower_in_AD,0.08196114541563379,0.07366963533261875,1.0,1.0,False,False,75.0,72.0,False,False,False,False,False,False,False,False,True,True
syn_max_dependency_length,max dependency length,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,8.328947368421053,9.596491228070175,-0.2336764066491158,0.2336764066491158,lower_in_AD,0.18781795280489472,0.18464143067100172,1.0,1.0,False,False,106.0,107.0,False,False,False,False,False,False,False,False,False,False
syn_mean_tree_depth,mean tree depth,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,1.703302311432955,1.7791195921899743,-0.11216990840648601,0.11216990840648601,lower_in_AD,0.5039514889932136,0.5231807162838579,1.0,1.0,False,False,148.0,150.0,False,False,False,False,False,False,False,False,False,False
syn_max_tree_depth,max tree depth,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,4.0131578947368425,4.105263157894737,-0.05926967740948982,0.05926967740948982,lower_in_AD,0.7268001753620692,0.7357085834797851,1.0,1.0,False,False,169.0,170.0,False,False,False,False,False,False,False,False,False,False
syn_mean_utterance_length_words,mean utterance length words,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,9.278290268729574,9.571206425153793,-0.03382187923390721,0.03382187923390721,lower_in_AD,0.838562610689872,0.8472374374898035,1.0,1.0,False,False,180.0,181.0,False,False,False,False,False,False,False,False,False,False
syn_utterance_count,utterance count,syn,syntax,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,76,57,5.815789473684211,5.228070175438597,0.14046249538532718,0.14046249538532718,higher_in_AD,0.4204405543512715,0.42421358144099225,1.0,1.0,False,False,133.0,133.0,False,False,False,False,False,False,False,False,False,False
disc_adjacent_utterance_similarity_mean,adjacent utterance similarity mean,disc,discourse,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,71,52,0.15301727153425418,0.10191125371344603,0.2957419340932016,0.2957419340932016,higher_in_AD,0.11861732612747883,0.10777453928758075,1.0,1.0,False,False,87.0,82.0,False,False,False,False,False,False,False,False,True,True
disc_adjacent_utterance_similarity_std,adjacent utterance similarity std,disc,discourse,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,71,52,0.1244156207677503,0.06966967448888914,0.5806689455809472,0.5806689455809472,higher_in_AD,0.0012947214598098445,0.001862935028854511,0.28095455677873626,0.4042569012614289,False,False,16.0,16.0,False,False,False,False,True,True,True,True,True,True
disc_mean_pairwise_utt_similarity,utterance similarity,disc,discourse,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,71,52,0.1268544769552725,0.09037997424465699,0.2138664728161047,0.2138664728161047,higher_in_AD,0.2579611960928793,0.24361458575018297,1.0,1.0,False,False,118.0,116.0,False,False,False,False,False,False,False,False,False,False
disc_semantic_drift,semantic drift,disc,discourse,False,ALL,el,PD_CTP,el|PD_CTP,"EL PD+FT
PD_CTP",PD|FT,PD|FT,ADReSS-M|DS3|DS5|DS7,True,True,True,True,71,52,0.8469827284657458,0.8980887462865539,-0.29574193409320176,0.29574193409320176,lower_in_AD,0.11861732612747881,0.10777453928758061,1.0,1.0,False,False,86.0,81.0,False,False,False,False,False,False,False,False,True,True
