feature_name,feature_label,feature_group,feature_family,task_specific,diagnostic_strength,direction_consistency,language_specificity,task_specificity_score,valid_cells,valid_languages,valid_manifest_tasks,valid_paper_task_labels,stability_score,interpretation_category,language_specificity_threshold,task_specificity_threshold,display_name,category_order
ac_egemaps_loudness_sma3_stddevrisingslope,loudness rising slope,ac,acoustic,False,0.7095147138866973,1.0,,,1,1,1,FT|PD,4,unstable / insufficient evidence,0.21927164143416636,0.0,loudness rising slope,4
lex_mattr_20,MATTR 20,lex,lexical,False,0.6938207328989358,1.0,0.5770953263335957,,3,3,1,FT|PD,4,language-sensitive candidate,0.21927164143416636,0.0,MATTR 20,1
syn_clause_density,clause density,syn,syntax,False,0.6440165747144003,0.6666666666666666,0.7700687024219073,,3,3,1,FT|PD,4,unstable / insufficient evidence,0.21927164143416636,0.0,clause density,4
syn_subordination_ratio,subordination ratio,syn,syntax,False,0.6265964491510433,0.6666666666666666,0.7642966034053624,,3,3,1,FT|PD,4,unstable / insufficient evidence,0.21927164143416636,0.0,subordination ratio,4
pd_unique_units_ratio,PD unique units ratio,pd,task:PD,True,0.5748504821140353,1.0,0.21927164143416636,,3,3,1,FT|PD,4,translingual candidate,0.21927164143416636,0.0,PD unique units ratio,0
pd_percentage_units_mentioned,PD units mentioned,pd,task:PD,True,0.5748504821140353,1.0,0.21927164143416636,,3,3,1,FT|PD,4,translingual candidate,0.21927164143416636,0.0,PD units mentioned,0
sx_mean_log_lemma_freq,mean log lemma freq,sx,syntax,False,0.5745277906837004,0.6666666666666666,0.5746653171729257,,3,3,1,FT|PD,4,unstable / insufficient evidence,0.21927164143416636,0.0,mean log lemma freq,4
len_utterance_count,utterance count,len,length/rate,False,0.5628538446404211,0.6666666666666666,0.6334118358170613,,3,3,1,FT|PD,4,unstable / insufficient evidence,0.21927164143416636,0.0,utterance count,4
syn_utterance_count,utterance count,syn,syntax,False,0.5628538446404211,0.6666666666666666,0.6334118358170613,,3,3,1,FT|PD,4,unstable / insufficient evidence,0.21927164143416636,0.0,utterance count,4
sx_sentence_length_q75,sentence length q75,sx,syntax,False,0.3765323496162903,1.0,0.3775153454519163,,3,3,1,FT|PD,4,language-sensitive candidate,0.21927164143416636,0.0,sentence length q75,1
syn_obl_ratio,obl ratio,syn,syntax,False,0.7000061972517325,1.0,0.5255698608329593,,3,3,1,FT|PD,3,language-sensitive candidate,0.21927164143416636,0.0,obl ratio,1
ac_mfcc_1_std,mfcc 1 std,ac,acoustic,False,0.6751897399628807,1.0,,,1,1,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 1 std,4
ac_egemaps_loudness_sma3_meanrisingslope,egemaps loudness sma3 meanrisin...,ac,acoustic,False,0.6687606992598735,1.0,,,1,1,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps loudness sma3 meanrisingslope,4
ac_mfcc_5_std,mfcc 5 std,ac,acoustic,False,0.6595886222228211,1.0,,,1,1,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 5 std,4
ac_egemaps_loudness_sma3_percentile20_0,loudness p20,ac,acoustic,False,0.6587781019519671,1.0,,,1,1,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,loudness p20,4
disc_adjacent_utterance_similarity_std,adjacent utterance similarity std,disc,discourse,False,0.6560700886873114,0.6666666666666666,0.579267062950101,,3,3,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,adjacent utterance similarity std,4
ac_egemaps_loudness_sma3_meanfallingslope,egemaps loudness sma3 meanfalli...,ac,acoustic,False,0.6177849182201345,1.0,,,1,1,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps loudness sma3 meanfallingslope,4
syn_mean_tree_depth,mean tree depth,syn,syntax,False,0.616724758069811,0.6666666666666666,0.7101823963179624,,3,3,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,mean tree depth,4
len_tokens_per_utterance,tokens per utterance,len,length/rate,False,0.594023872121701,0.6666666666666666,0.7135159837857581,,3,3,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,tokens per utterance,4
len_mean_utterance_length,mean utterance length,len,length/rate,False,0.5893107081499166,0.6666666666666666,0.7084064410169488,,3,3,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,mean utterance length,4
syn_mean_utterance_length_words,mean utterance length words,syn,syntax,False,0.5893107081499166,0.6666666666666666,0.7084064410169488,,3,3,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,mean utterance length words,4
pd_unique_units_count,PD unique units count,pd,task:PD,True,0.5606525014887563,1.0,0.1995096062930604,,3,3,1,FT|PD,3,translingual candidate,0.21927164143416636,0.0,PD unique units count,0
pd_num_unique_keywords,PD unique keywords,pd,task:PD,True,0.5413805234327131,1.0,0.20554141030612003,,3,3,1,FT|PD,3,translingual candidate,0.21927164143416636,0.0,PD unique keywords,0
sx_rare_lemma_ratio,rare lemma ratio,sx,syntax,False,0.39603601637353014,0.5,0.49930454008668307,,3,3,1,FT|PD,3,unstable / insufficient evidence,0.21927164143416636,0.0,rare lemma ratio,4
pause_long_count,long pauses,pause,pause/fluency,False,0.7829701452007283,1.0,0.3167226650223336,,2,2,1,FT|PD,2,language-sensitive candidate,0.21927164143416636,0.0,long pauses,1
disc_mean_pairwise_utt_similarity,utterance similarity,disc,discourse,False,0.7066591913136163,1.0,0.4468981233542485,,3,3,1,FT|PD,2,language-sensitive candidate,0.21927164143416636,0.0,utterance similarity,1
ac_egemaps_mfcc4_sma3_stddevnorm,egemaps mfcc4 sma3 stddevnorm,ac,acoustic,False,0.6797720260435964,1.0,,,1,1,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc4 sma3 stddevnorm,4
lex_mean_token_length,mean token length,lex,lexical,False,0.6320400877328036,0.6666666666666666,0.7377833500073714,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,mean token length,4
lex_mattr_10,MATTR 10,lex,lexical,False,0.6253665141142717,1.0,0.5509406796280895,,3,3,1,FT|PD,2,language-sensitive candidate,0.21927164143416636,0.0,MATTR 10,1
syn_pronoun_ratio,pronoun ratio,syn,syntax,False,0.6124273767886331,1.0,0.08150317675604458,,3,3,1,FT|PD,2,translingual candidate,0.21927164143416636,0.0,pronoun ratio,0
pause_median_duration,median duration,pause,pause/fluency,False,0.6085673017649142,1.0,0.12018684253710404,,2,2,1,FT|PD,2,translingual candidate,0.21927164143416636,0.0,median duration,0
ac_rms_std,rms std,ac,acoustic,False,0.5898814286305217,1.0,,,1,1,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,rms std,4
len_syllables_per_second,syllables per second,len,length/rate,False,0.5742436606365373,0.5,0.5742436606365372,,2,2,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,syllables per second,4
len_tokens_per_second,tokens per second,len,length/rate,False,0.5735796703014271,0.5,0.5735796703014271,,2,2,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,tokens per second,4
pause_speech_rate_words_per_second,speech rate words per second,pause,pause/fluency,False,0.5735796703014271,0.5,0.5735796703014271,,2,2,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,speech rate words per second,4
ac_mfcc_3_std,mfcc 3 std,ac,acoustic,False,0.5725533721932446,1.0,,,1,1,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 3 std,4
syn_noun_ratio,noun ratio,syn,syntax,False,0.5714208319231523,0.6666666666666666,0.6672915048250958,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,noun ratio,4
syn_max_tree_depth,max tree depth,syn,syntax,False,0.5616719869784993,0.6666666666666666,0.6642988629865694,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,max tree depth,4
syn_verb_ratio,verb ratio,syn,syntax,False,0.5441568555890811,0.6666666666666666,0.6051758470006697,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,verb ratio,4
ac_egemaps_hammarbergindexuv_sma3nz_amean,egemaps hammarbergindexuv sma3n...,ac,acoustic,False,0.5322153201040506,1.0,,,1,1,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps hammarbergindexuv sma3nz amean,4
sx_pairwise_similarity_std,pairwise similarity std,sx,syntax,False,0.5148905086472956,1.0,0.19559176914160803,,3,3,1,FT|PD,2,translingual candidate,0.21927164143416636,0.0,pairwise similarity std,0
ac_egemaps_loudness_sma3_pctlrange0_2,egemaps loudness sma3 pctlrange0 2,ac,acoustic,False,0.509233750959309,1.0,,,1,1,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps loudness sma3 pctlrange0 2,4
lex_function_word_ratio,function-word ratio,lex,lexical,False,0.4488322383985796,0.6666666666666666,0.4513196170540445,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,function-word ratio,4
syn_adp_ratio,adp ratio,syn,syntax,False,0.44531802956886657,0.6666666666666666,0.5413027659171381,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,adp ratio,4
sx_function_word_ratio_lexicon,function word ratio lexicon,sx,syntax,False,0.42153206938909565,0.6666666666666666,0.3713702623776975,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,function word ratio lexicon,4
sx_content_word_ratio_lexicon,content word ratio lexicon,sx,syntax,False,0.4215320693890954,0.6666666666666666,0.37137026237769716,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,content word ratio lexicon,4
syn_propn_ratio,propn ratio,syn,syntax,False,0.3903662816244721,0.6666666666666666,0.5129817281068683,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,propn ratio,4
sx_adjacent_similarity_max,adjacent similarity max,sx,syntax,False,0.379991364139557,0.6666666666666666,0.2872678826993521,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,adjacent similarity max,4
syn_aux_ratio,aux ratio,syn,syntax,False,0.3652820286686987,1.0,0.26262180224377757,,3,3,1,FT|PD,2,language-sensitive candidate,0.21927164143416636,0.0,aux ratio,1
pd_total_unit_mentions,total unit mentions,pd,task:PD,True,0.33974913885702307,1.0,0.16880937859983497,,3,3,1,FT|PD,2,translingual candidate,0.21927164143416636,0.0,total unit mentions,0
pd_num_total_keywords,num total keywords,pd,task:PD,True,0.33974913885702307,1.0,0.16880937859983497,,3,3,1,FT|PD,2,translingual candidate,0.21927164143416636,0.0,num total keywords,0
syn_interjection_ratio,interjection ratio,syn,syntax,False,0.3333789400803197,1.0,0.47146901847115547,,3,3,1,FT|PD,2,language-sensitive candidate,0.21927164143416636,0.0,interjection ratio,1
lex_hapax_ratio,hapax ratio,lex,lexical,False,0.3234112718677695,1.0,0.22939634277700574,,3,3,1,FT|PD,2,language-sensitive candidate,0.21927164143416636,0.0,hapax ratio,1
syn_cconj_ratio,cconj ratio,syn,syntax,False,0.3201355079661456,1.0,0.33477291984803587,,3,3,1,FT|PD,2,language-sensitive candidate,0.21927164143416636,0.0,cconj ratio,1
lex_honore,honore,lex,lexical,False,0.2841713113339875,0.6666666666666666,0.32960249596829605,,3,3,1,FT|PD,2,unstable / insufficient evidence,0.21927164143416636,0.0,honore,4
disc_adjacent_utterance_similarity_mean,adjacent utterance similarity mean,disc,discourse,False,0.6601796654292432,1.0,0.4444505710996117,,3,3,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,adjacent utterance similarity mean,1
disc_local_coherence,local coherence,disc,discourse,False,0.6601796654292432,1.0,0.4444505710996117,,3,3,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,local coherence,1
disc_semantic_drift,semantic drift,disc,discourse,False,0.6601796654292422,1.0,0.44445057109961156,,3,3,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,semantic drift,1
syn_nsubj_ratio,nsubj ratio,syn,syntax,False,0.6284280599766373,0.6666666666666666,0.648081951732044,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,nsubj ratio,4
syn_determiner_noun_ratio,determiner noun ratio,syn,syntax,False,0.5879086412936372,0.6666666666666666,0.7045194152148173,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,determiner noun ratio,4
pause_articulation_rate_words_per_speaking_second,articulation rate words per spe...,pause,pause/fluency,False,0.5864127821881204,0.5,0.5864127821881204,,2,2,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,articulation rate words per speakin...,4
pd_unique_unit_efficiency,unique unit efficiency,pd,task:PD,True,0.5834561241013151,1.0,0.37615401529868486,,2,2,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,unique unit efficiency,1
len_speech_duration,speech duration,len,length/rate,False,0.5823574006287453,1.0,0.4605440416654758,,2,2,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,speech duration,1
ac_egemaps_loudness_sma3_percentile50_0,egemaps loudness sma3 percentil...,ac,acoustic,False,0.542474671922873,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps loudness sma3 percentile50 0,4
syn_part_ratio,part ratio,syn,syntax,False,0.5389294082725962,0.6666666666666666,0.6055826333719659,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,part ratio,4
ac_egemaps_alpharatiouv_sma3nz_amean,egemaps alpharatiouv sma3nz amean,ac,acoustic,False,0.5165086400018849,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps alpharatiouv sma3nz amean,4
pd_unique_unit_density,unique unit density,pd,task:PD,True,0.5090533778092784,0.6666666666666666,0.4977784506047171,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,unique unit density,4
disc_repeated_bigram_ratio,repeated bigram ratio,disc,discourse,False,0.5085839139678422,1.0,0.40126323198784336,,3,3,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,repeated bigram ratio,1
syn_obj_ratio,object ratio,syn,syntax,False,0.5078655055862988,1.0,0.25611484811033475,,3,3,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,object ratio,1
ac_egemaps_f3bandwidth_sma3nz_amean,egemaps f3bandwidth sma3nz amean,ac,acoustic,False,0.5064732379253026,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f3bandwidth sma3nz amean,4
ac_egemaps_jitterlocal_sma3nz_amean,jitter,ac,acoustic,False,0.5055999737517788,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,jitter,4
pause_silence_ratio,silence ratio,pause,pause/fluency,False,0.49193917781373053,1.0,0.02832468749703851,,2,2,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,silence ratio,0
pause_speaking_to_total_ratio,speaking to total ratio,pause,pause/fluency,False,0.48411207770783216,1.0,0.020497587391140604,,2,2,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,speaking to total ratio,0
syn_pronoun_noun_ratio,pronoun noun ratio,syn,syntax,False,0.4787390326832664,1.0,0.20689929673575236,,3,3,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,pronoun noun ratio,0
disc_repeated_trigram_ratio,repeated trigram ratio,disc,discourse,False,0.47533938696723865,1.0,0.49883692087548254,,3,3,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,repeated trigram ratio,1
ac_mfcc_4_std,mfcc 4 std,ac,acoustic,False,0.47341318275887045,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 4 std,4
syn_aux_verb_ratio,aux verb ratio,syn,syntax,False,0.46968520647919504,1.0,0.17149708398097538,,3,3,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,aux verb ratio,0
ac_egemaps_mfcc3_sma3_amean,egemaps mfcc3 sma3 amean,ac,acoustic,False,0.465123995436948,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc3 sma3 amean,4
lex_type_token_ratio,type token ratio,lex,lexical,False,0.4468306811341038,0.6666666666666666,0.35481195325347764,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,type token ratio,4
lex_repetition_rate,repetition rate,lex,lexical,False,0.4468306811341025,0.6666666666666666,0.35481195325347625,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,repetition rate,4
disc_repeated_unigram_ratio,repeated unigram ratio,disc,discourse,False,0.4468306811341025,0.6666666666666666,0.35481195325347625,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,repeated unigram ratio,4
pause_iqr_duration,iqr duration,pause,pause/fluency,False,0.44200985374435775,1.0,0.005013098239237318,,2,2,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,iqr duration,0
syn_sconj_ratio,sconj ratio,syn,syntax,False,0.43632700117785744,0.6666666666666666,0.4143015166189405,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,sconj ratio,4
sx_sentence_length_cv,sentence length cv,sx,syntax,False,0.4282501312440637,0.6666666666666666,0.4687938119324417,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,sentence length cv,4
ac_zcr_std,zcr std,ac,acoustic,False,0.42283208737414724,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,zcr std,4
ac_mfcc_2_std,mfcc 2 std,ac,acoustic,False,0.42087609793410735,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 2 std,4
syn_adv_ratio,adv ratio,syn,syntax,False,0.420727879675654,0.6666666666666666,0.4933287350159823,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,adv ratio,4
lex_lemma_type_token_ratio,lemma type token ratio,lex,lexical,False,0.4156438307321643,1.0,0.3563357081721551,,3,3,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,lemma type token ratio,1
graph_density,density,graph,graph,False,0.41275005930702174,1.0,0.2896892879624171,,3,3,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,density,1
ac_egemaps_shimmerlocaldb_sma3nz_stddevnorm,egemaps shimmerlocaldb sma3nz s...,ac,acoustic,False,0.4064829880618809,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps shimmerlocaldb sma3nz stdde...,4
ac_egemaps_hnrdbacf_sma3nz_amean,egemaps hnrdbacf sma3nz amean,ac,acoustic,False,0.40556619459928994,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps hnrdbacf sma3nz amean,4
len_std_utterance_length,std utterance length,len,length/rate,False,0.40501151276504527,0.6666666666666666,0.4270942535865081,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,std utterance length,4
syn_determiner_ratio,determiner ratio,syn,syntax,False,0.37701232282274716,0.6666666666666666,0.32956119539894335,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,determiner ratio,4
sx_std_log_lemma_freq,std log lemma freq,sx,syntax,False,0.3726580278942768,0.6666666666666666,0.39833916918916323,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,std log lemma freq,4
len_type_count,type count,len,length/rate,False,0.36461123343014584,1.0,0.17379552852632435,,3,3,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,type count,0
graph_node_count,node count,graph,graph,False,0.36461123343014584,1.0,0.17379552852632435,,3,3,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,node count,0
graph_self_loop_ratio,self loop ratio,graph,graph,False,0.34523716147829026,0.6666666666666666,0.36104197732090876,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,self loop ratio,4
pause_total_duration,total duration,pause,pause/fluency,False,0.3448235249786588,1.0,0.1237816822369018,,2,2,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,total duration,0
pd_detected_prompt_score,detected prompt score,pd,task:PD,True,0.34034601317254337,1.0,0.3619519827533015,,3,3,1,FT|PD,1,language-sensitive candidate,0.21927164143416636,0.0,detected prompt score,1
pause_short_count,short pauses,pause,pause/fluency,False,0.3222340160709575,0.5,0.3222340160709575,,2,2,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,short pauses,4
disc_immediate_repetition_count,immediate repetition count,disc,discourse,False,0.31860220328658967,0.6666666666666666,0.37685454704905125,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,immediate repetition count,4
pause_mean_duration,mean duration,pause,pause/fluency,False,0.3002782138540425,1.0,0.16063293039415824,,2,2,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,mean duration,0
pause_to_speech_ratio,to speech ratio,pause,pause/fluency,False,0.27724914568423753,1.0,0.17873897073831574,,2,2,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,to speech ratio,0
graph_average_degree,average degree,graph,graph,False,0.2720326757110472,0.6666666666666666,0.222370760895367,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,average degree,4
pause_std_duration,std duration,pause,pause/fluency,False,0.24809314013734207,0.5,0.24809314013734207,,2,2,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,std duration,4
graph_edge_count,edge count,graph,graph,False,0.23870958579909698,1.0,0.1645249889908964,,3,3,1,FT|PD,1,translingual candidate,0.21927164143416636,0.0,edge count,0
len_syllable_count,syllable count,len,length/rate,False,0.18418580655677522,0.6666666666666666,0.1563241301218251,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,syllable count,4
syn_adj_ratio,adj ratio,syn,syntax,False,0.1808535249935447,0.6666666666666666,0.23945343110970502,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.21927164143416636,0.0,adj ratio,4
syn_content_function_ratio,content function ratio,syn,syntax,False,0.5003000005770397,0.6666666666666666,0.46716497444098326,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,content function ratio,4
pause_pause_to_word_ratio,pause to word ratio,pause,pause/fluency,False,0.4415128969845498,0.6666666666666666,0.3965278409201531,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,pause to word ratio,4
pause_medium_count,medium pauses,pause,pause/fluency,False,0.43639436887955046,1.0,0.07067956547999082,,2,2,1,FT|PD,0,translingual candidate,0.21927164143416636,0.0,medium pauses,0
pause_long_ratio,long ratio,pause,pause/fluency,False,0.4169143334645895,1.0,0.16758233388413346,,2,2,1,FT|PD,0,translingual candidate,0.21927164143416636,0.0,long ratio,0
pd_total_unit_efficiency,total unit efficiency,pd,task:PD,True,0.40695825161643795,1.0,0.27047216324083595,,2,2,1,FT|PD,0,language-sensitive candidate,0.21927164143416636,0.0,total unit efficiency,1
pd_object_units_ratio,object units ratio,pd,task:PD,True,0.4003132467080201,0.6666666666666666,0.486005840176116,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,object units ratio,4
pd_action_units_ratio,action units ratio,pd,task:PD,True,0.4003132467080199,0.6666666666666666,0.48600584017611587,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,action units ratio,4
ac_egemaps_loudnesspeakspersec,egemaps loudnesspeakspersec,ac,acoustic,False,0.3904057286029284,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps loudnesspeakspersec,4
ac_egemaps_voicedsegmentspersec,egemaps voicedsegmentspersec,ac,acoustic,False,0.3768847757229421,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps voicedsegmentspersec,4
ac_egemaps_spectralflux_sma3_amean,egemaps spectralflux sma3 amean,ac,acoustic,False,0.3744244944913367,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps spectralflux sma3 amean,4
ac_egemaps_slopeuv0_500_sma3nz_amean,egemaps slopeuv0 500 sma3nz amean,ac,acoustic,False,0.36307618484076876,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps slopeuv0 500 sma3nz amean,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile20_0,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.3625478522960588,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f0semitonefrom27 5hz sma3nz...,4
