feature_name,feature_label,feature_group,feature_family,task_specific,diagnostic_strength,direction_consistency,language_specificity,task_specificity_score,valid_cells,valid_languages,valid_manifest_tasks,valid_paper_task_labels,stability_score,interpretation_category,language_specificity_threshold,task_specificity_threshold,display_name,category_order,category_label,category_prefix,family_color
len_type_count,type count,len,length/rate,False,0.36461123343014584,1.0,0.17379552852632435,,3,3,1,FT|PD,1,translingual candidate,0.21814781975637904,0.0,type count,0,Translingual candidates,TL,#edc948
graph_node_count,node count,graph,graph,False,0.36461123343014584,1.0,0.17379552852632435,,3,3,1,FT|PD,1,translingual candidate,0.21814781975637904,0.0,node count,0,Translingual candidates,TL,#ffbe7d
lex_mattr_20,MATTR 20,lex,lexical,False,0.6938207328989358,1.0,0.5770953263335957,,3,3,1,FT|PD,4,language-sensitive candidate,0.21814781975637904,0.0,MATTR 20,1,Language-sensitive candidates,LS,#59a14f
lex_mattr_10,MATTR 10,lex,lexical,False,0.6253665141142717,1.0,0.5509406796280895,,3,3,1,FT|PD,2,language-sensitive candidate,0.21814781975637904,0.0,MATTR 10,1,Language-sensitive candidates,LS,#59a14f
syn_obl_ratio,obl ratio,syn,syntax,False,0.7000061972517325,1.0,0.5255698608329593,,3,3,1,FT|PD,4,language-sensitive candidate,0.21814781975637904,0.0,obl ratio,1,Language-sensitive candidates,LS,#b07aa1
disc_repeated_trigram_ratio,repeated trigram ratio,disc,discourse,False,0.47533938696723865,1.0,0.49883692087548254,,3,3,1,FT|PD,1,language-sensitive candidate,0.21814781975637904,0.0,repeated trigram ratio,1,Language-sensitive candidates,LS,#f28e2b
syn_interjection_ratio,interjection ratio,syn,syntax,False,0.3333789400803197,1.0,0.47146901847115547,,3,3,1,FT|PD,3,language-sensitive candidate,0.21814781975637904,0.0,interjection ratio,1,Language-sensitive candidates,LS,#b07aa1
len_speech_duration,speech duration,len,length/rate,False,0.5823574006287453,1.0,0.4605440416654758,,2,2,1,FT|PD,1,language-sensitive candidate,0.21814781975637904,0.0,speech duration,1,Language-sensitive candidates,LS,#edc948
disc_mean_pairwise_utt_similarity,utterance similarity,disc,discourse,False,0.7066591913136163,1.0,0.4468981233542485,,3,3,1,FT|PD,2,language-sensitive candidate,0.21814781975637904,0.0,utterance similarity,1,Language-sensitive candidates,LS,#f28e2b
disc_adjacent_utterance_similarity_mean,adjacent utterance similarity mean,disc,discourse,False,0.6601796654292432,1.0,0.4444505710996117,,3,3,1,FT|PD,2,language-sensitive candidate,0.21814781975637904,0.0,adjacent utterance similarity mean,1,Language-sensitive candidates,LS,#f28e2b
disc_local_coherence,local coherence,disc,discourse,False,0.6601796654292432,1.0,0.4444505710996117,,3,3,1,FT|PD,1,language-sensitive candidate,0.21814781975637904,0.0,local coherence,1,Language-sensitive candidates,LS,#f28e2b
disc_semantic_drift,semantic drift,disc,discourse,False,0.6601796654292422,1.0,0.44445057109961156,,3,3,1,FT|PD,1,language-sensitive candidate,0.21814781975637904,0.0,semantic drift,1,Language-sensitive candidates,LS,#f28e2b
disc_repeated_bigram_ratio,repeated bigram ratio,disc,discourse,False,0.5085839139678422,1.0,0.40126323198784336,,3,3,1,FT|PD,1,language-sensitive candidate,0.21814781975637904,0.0,repeated bigram ratio,1,Language-sensitive candidates,LS,#f28e2b
sx_sentence_length_q50,sentence length q50,sx,syntax,False,0.38180278591240985,1.0,0.3980073032305092,,3,3,1,FT|PD,5,language-sensitive candidate,0.21814781975637904,0.0,sentence length q50,1,Language-sensitive candidates,LS,#9c755f
