feature_name,feature_label,feature_group,feature_family,task_specific,diagnostic_strength,direction_consistency,language_specificity,task_specificity_score,valid_cells,valid_languages,valid_manifest_tasks,valid_paper_task_labels,stability_score,interpretation_category,language_specificity_threshold,task_specificity_threshold
ac_egemaps_mfcc4_sma3_stddevnorm,egemaps mfcc4 sma3 stddevnorm,ac,acoustic,False,0.9658617747467756,0.75,0.30809885888187194,0.9332355306801449,4,2,4,FC|FT|PD,4,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_stddevvoicedsegmentlengthsec,egemaps stddevvoicedsegmentleng...,ac,acoustic,False,0.9341734545664822,1.0,0.578156609743456,1.0798216148115916,4,2,4,FC|FT|PD,4,language-task confounded,0.30153161635750253,0.37651289142833966
rd_prompt_similarity,prompt similarity,rd,task:reading,True,0.9068001435787955,1.0,,,1,1,1,NA,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rd_insertion_ratio,insertion ratio,rd,task:reading,True,0.8948142545130845,1.0,,,1,1,1,NA,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_loudness_sma3_percentile80_0,egemaps loudness sma3 percentil...,ac,acoustic,False,0.8930082249365197,0.75,0.6233032138022414,0.8522898872000111,4,2,4,FC|FT|PD,4,language-task confounded,0.30153161635750253,0.37651289142833966
pause_long_count,long pauses,pause,pause/fluency,False,0.6984080175189392,0.6,0.07284823703978273,0.7075831645758602,5,2,4,FC|FT|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_mfcc_5_std,mfcc 5 std,ac,acoustic,False,0.6403986332105707,0.75,0.6796505143684302,0.6018058039986609,4,2,4,FC|FT|PD,4,language-task confounded,0.30153161635750253,0.37651289142833966
pd_unique_units_ratio,PD unique units ratio,pd,task:PD,True,0.5748504821140353,1.0,0.21927164143416636,,3,3,1,FT|PD,4,translingual candidate,0.30153161635750253,0.37651289142833966
pd_percentage_units_mentioned,PD units mentioned,pd,task:PD,True,0.5748504821140353,1.0,0.21927164143416636,,3,3,1,FT|PD,4,translingual candidate,0.30153161635750253,0.37651289142833966
lex_function_word_ratio,function-word ratio,lex,lexical,False,0.5180197377859252,0.75,0.21728949474616235,0.413040532460545,8,4,6,FC|FT|NA|PD,4,task-sensitive,0.30153161635750253,0.37651289142833966
disc_mean_pairwise_utt_similarity,utterance similarity,disc,discourse,False,0.4830107606752531,0.875,0.4951737753924681,0.37193814678814185,8,4,6,FC|FT|NA|PD,4,language-sensitive candidate,0.30153161635750253,0.37651289142833966
len_type_count,type count,len,length/rate,False,0.4548181273321524,0.75,0.38281811534067356,0.583145291280887,8,4,6,FC|FT|NA|PD,4,language-task confounded,0.30153161635750253,0.37651289142833966
syn_obl_ratio,obl ratio,syn,syntax,False,0.44536193651187517,0.625,0.48847441128794733,0.4498416675668055,8,4,6,FC|FT|NA|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_noun_verb_ratio,noun/verb ratio,syn,syntax,False,0.43485000770607984,0.875,0.04825845749913696,0.3482085427595349,8,4,6,FC|FT|NA|PD,4,translingual candidate,0.30153161635750253,0.37651289142833966
lex_type_token_ratio,type token ratio,lex,lexical,False,0.4330301120192348,0.75,0.3324094971186024,0.29094824455354046,8,4,6,FC|FT|NA|PD,4,language-sensitive candidate,0.30153161635750253,0.37651289142833966
lex_repetition_rate,repetition rate,lex,lexical,False,0.4330301120192342,0.75,0.3324094971186021,0.290948244553541,8,4,6,FC|FT|NA|PD,4,language-sensitive candidate,0.30153161635750253,0.37651289142833966
syn_propn_ratio,propn ratio,syn,syntax,False,0.4314041530581784,0.7142857142857143,0.49466782120643793,0.4872571295455616,8,4,6,FC|FT|NA|PD,4,language-task confounded,0.30153161635750253,0.37651289142833966
len_token_count,token count,len,length/rate,False,0.424483083502258,0.5,0.45511718092600556,0.6452663524272723,8,4,6,FC|FT|NA|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
len_syllable_count,syllable count,len,length/rate,False,0.4053227669134388,0.5,0.3953636011912448,0.6065962821985755,8,4,6,FC|FT|NA|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sx_std_log_lemma_freq,std log lemma freq,sx,syntax,False,0.38960173564083966,0.5,0.46169319181648993,0.4471393315873359,8,4,6,FC|FT|NA|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
len_tokens_per_utterance,tokens per utterance,len,length/rate,False,0.3786909842091494,0.625,0.32617188958759574,0.23142155431093933,8,4,6,FC|FT|NA|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
lex_hapax_ratio,hapax ratio,lex,lexical,False,0.37441355139548704,0.875,0.24960076625664207,0.25655954786214774,8,4,6,FC|FT|NA|PD,4,translingual candidate,0.30153161635750253,0.37651289142833966
len_mean_utterance_length,mean utterance length,len,length/rate,False,0.37219187828057976,0.625,0.3395734869821318,0.22245779480103456,8,4,6,FC|FT|NA|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_mean_utterance_length_words,mean utterance length words,syn,syntax,False,0.37219187828057976,0.625,0.3395734869821318,0.22245779480103456,8,4,6,FC|FT|NA|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_mean_tree_depth,mean tree depth,syn,syntax,False,0.3329446166858013,0.625,0.34924039143184465,0.17670280668009178,8,4,6,FC|FT|NA|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sx_sentence_length_q75,sentence length q75,sx,syntax,False,0.2616863273888695,0.625,0.2121773556819345,0.24127998240387272,8,4,6,FC|FT|NA|PD,4,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_equivalentsoundlevel_dbp,egemaps equivalentsoundlevel dbp,ac,acoustic,False,1.7860423800201242,0.75,1.245679556528821,1.6461893810650567,4,2,4,FC|FT|PD,3,language-task confounded,0.30153161635750253,0.37651289142833966
cmd_token_count,token count,cmd,task:command,True,1.3468081189738763,1.0,,,1,1,1,FC,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f2amplitudelogrelf0_sma3nz_stddevnorm,egemaps f2amplitudelogrelf0 sma...,ac,acoustic,False,1.2866314976520372,0.75,0.7297725820491382,1.7444975150633275,4,2,4,FC|FT|PD,3,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc4_sma3_amean,egemaps mfcc4 sma3 amean,ac,acoustic,False,1.0479237945094693,0.75,0.988818099426471,1.0864894799223759,4,2,4,FC|FT|PD,3,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc1_sma3_stddevnorm,egemaps mfcc1 sma3 stddevnorm,ac,acoustic,False,0.953494186020119,0.5,0.61146446405472,0.9576490200173458,4,2,4,FC|FT|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_shimmerlocaldb_sma3nz_stddevnorm,egemaps shimmerlocaldb sma3nz s...,ac,acoustic,False,0.8179164277440075,0.75,0.0845143650635228,0.6559690662741468,4,2,4,FC|FT|PD,3,task-sensitive,0.30153161635750253,0.37651289142833966
rd_reference_bigram_coverage,reference bigram coverage,rd,task:reading,True,0.8141636217116074,1.0,,,1,1,1,NA,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_slopeuv500_1500_sma3nz_amean,egemaps slopeuv500 1500 sma3nz...,ac,acoustic,False,0.7643383758280171,0.5,0.6696425105022246,0.7910532359045968,4,2,4,FC|FT|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
len_speech_duration,speech duration,len,length/rate,False,0.7446461344489131,0.8,0.36679264293654235,0.7071964296408136,5,2,4,FC|FT|PD,3,language-task confounded,0.30153161635750253,0.37651289142833966
pause_medium_count,medium pauses,pause,pause/fluency,False,0.6782733718763219,0.6,0.08116249697476569,0.5743254624598021,5,2,4,FC|FT|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_slopev500_1500_sma3nz_amean,egemaps slopev500 1500 sma3nz a...,ac,acoustic,False,0.6379301992779154,0.75,0.8882725596425963,0.8177121513092321,4,2,4,FC|FT|PD,3,language-task confounded,0.30153161635750253,0.37651289142833966
ac_mfcc_3_std,mfcc 3 std,ac,acoustic,False,0.568970259364715,0.5,0.5746490411988506,0.6118666470480123,4,2,4,FC|FT|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
pd_unique_units_count,PD unique units count,pd,task:PD,True,0.5606525014887563,1.0,0.1995096062930604,,3,3,1,FT|PD,3,translingual candidate,0.30153161635750253,0.37651289142833966
syn_determiner_noun_ratio,determiner noun ratio,syn,syntax,False,0.5473665580274176,0.625,0.6647027315052829,0.6005942899413939,8,4,6,FC|FT|NA|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
pd_num_unique_keywords,PD unique keywords,pd,task:PD,True,0.5413805234327131,1.0,0.20554141030612003,,3,3,1,FT|PD,3,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_hammarbergindexuv_sma3nz_amean,egemaps hammarbergindexuv sma3n...,ac,acoustic,False,0.5257658701577792,0.5,0.33191755338434575,0.5953679928913979,4,2,4,FC|FT|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_obj_ratio,object ratio,syn,syntax,False,0.5246326478073435,0.75,0.2967721494884395,0.5772768603771339,8,4,6,FC|FT|NA|PD,3,task-sensitive,0.30153161635750253,0.37651289142833966
syn_part_ratio,part ratio,syn,syntax,False,0.5060264936165471,0.5,0.5223143515375435,0.4857773781653762,8,4,6,FC|FT|NA|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_mfcc_1_std,mfcc 1 std,ac,acoustic,False,0.4674418873891215,0.75,0.5064366611931445,0.4665202475563588,4,2,4,FC|FT|PD,3,language-task confounded,0.30153161635750253,0.37651289142833966
graph_node_count,node count,graph,graph,False,0.4548181273321524,0.75,0.38281811534067356,0.583145291280887,8,4,6,FC|FT|NA|PD,3,language-task confounded,0.30153161635750253,0.37651289142833966
disc_repeated_unigram_ratio,repeated unigram ratio,disc,discourse,False,0.4330301120192342,0.75,0.3324094971186021,0.290948244553541,8,4,6,FC|FT|NA|PD,3,language-sensitive candidate,0.30153161635750253,0.37651289142833966
syn_adv_ratio,adv ratio,syn,syntax,False,0.42039941275030923,0.625,0.43735241705732,0.44747155303891434,8,4,6,FC|FT|NA|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_aux_verb_ratio,aux verb ratio,syn,syntax,False,0.4163741982764292,0.875,0.14945057838334494,0.25278131785237845,8,4,6,FC|FT|NA|PD,3,translingual candidate,0.30153161635750253,0.37651289142833966
lex_lemma_type_token_ratio,lemma type token ratio,lex,lexical,False,0.41080199601000555,0.875,0.32818342948385437,0.31554537534385657,8,4,6,FC|FT|NA|PD,3,language-sensitive candidate,0.30153161635750253,0.37651289142833966
disc_repeated_bigram_ratio,repeated bigram ratio,disc,discourse,False,0.40410334699626727,1.0,0.30117740513201174,0.24377345222386124,8,4,6,FC|FT|NA|PD,3,translingual candidate,0.30153161635750253,0.37651289142833966
graph_average_degree,average degree,graph,graph,False,0.39878259672529615,0.75,0.31259638486353397,0.3699636126930209,8,4,6,FC|FT|NA|PD,3,language-sensitive candidate,0.30153161635750253,0.37651289142833966
sx_pairwise_similarity_std,pairwise similarity std,sx,syntax,False,0.38963847113281025,0.5,0.2665001824933763,0.39925722294192556,8,4,6,FC|FT|NA|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_verb_ratio,verb ratio,syn,syntax,False,0.382880579236722,0.625,0.2237519515652559,0.30038204681406994,8,4,6,FC|FT|NA|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
graph_self_loop_ratio,self loop ratio,graph,graph,False,0.3522618922776839,0.875,0.20684608130055496,0.1388154856758336,8,4,6,FC|FT|NA|PD,3,translingual candidate,0.30153161635750253,0.37651289142833966
syn_adj_ratio,adj ratio,syn,syntax,False,0.3159809026314221,0.875,0.14368510911042295,0.26475126831422374,8,4,6,FC|FT|NA|PD,3,translingual candidate,0.30153161635750253,0.37651289142833966
syn_cconj_ratio,cconj ratio,syn,syntax,False,0.3136472787118224,0.5,0.2696259696889659,0.3203480139381205,8,4,6,FC|FT|NA|PD,3,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
disc_immediate_repetition_count,immediate repetition count,disc,discourse,False,0.3047667165460769,0.75,0.28054312892280997,0.24026087601108947,8,4,6,FC|FT|NA|PD,3,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_f1amplitudelogrelf0_sma3nz_amean,egemaps f1amplitudelogrelf0 sma...,ac,acoustic,False,1.3243573804460493,1.0,0.8452291765626093,1.841564087932539,4,2,4,FC|FT|PD,2,language-task confounded,0.30153161635750253,0.37651289142833966
cmd_utterance_count,utterance count,cmd,task:command,True,1.142911472470404,1.0,,,1,1,1,FC,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f3amplitudelogrelf0_sma3nz_stddevnorm,egemaps f3amplitudelogrelf0 sma...,ac,acoustic,False,1.1128396470569357,0.75,0.6174671351948631,1.4886708572741965,4,2,4,FC|FT|PD,2,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc4v_sma3nz_amean,egemaps mfcc4v sma3nz amean,ac,acoustic,False,0.7559553655172317,0.75,0.8043301425263094,0.837469379349013,4,2,4,FC|FT|PD,2,language-task confounded,0.30153161635750253,0.37651289142833966
rd_reference_order_score,reference order score,rd,task:reading,True,0.7485565441050187,1.0,,,1,1,1,NA,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rd_content_word_recall_ratio,content word recall ratio,rd,task:reading,True,0.7362889444539968,1.0,,,1,1,1,NA,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rd_reference_token_coverage,reference token coverage,rd,task:reading,True,0.7230619742470304,1.0,,,1,1,1,NA,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rd_omission_ratio,omission ratio,rd,task:reading,True,0.7230619742470298,1.0,,,1,1,1,NA,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_hnrdbacf_sma3nz_amean,egemaps hnrdbacf sma3nz amean,ac,acoustic,False,0.705076865139625,0.5,0.4048765693195796,0.7630501113981798,4,2,4,FC|FT|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f3bandwidth_sma3nz_amean,egemaps f3bandwidth sma3nz amean,ac,acoustic,False,0.6138271638035964,0.75,0.47168318632317746,0.4654923565807001,4,2,4,FC|FT|PD,2,language-task confounded,0.30153161635750253,0.37651289142833966
