run_name,language_code,language,ranking_method,ranking_description,subset,top_k,num_features,tested_features,bonferroni_significant_features,fdr_significant_features,model_family,model_variant,accuracy,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc
language_en_all_rich,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,70,70,54,58,dt,depth20,0.797938144329897,0.7227404978524916,0.724022203641769,0.576271186440678,0.8692098092643051,0.5862068965517241,0.7227404978524916,0.44090692728072445
language_en_all_rich,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,70,70,54,58,rf,n200,0.8618556701030928,0.718976585230684,0.7621661579898851,0.4406779661016949,0.997275204359673,0.9811320754716981,0.8445250080820211,0.7552126662417312
language_en_all_rich,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,70,70,54,58,svm,linear_c1,0.7670103092783506,0.7109292014963284,0.6994103935280406,0.6016949152542372,0.8201634877384196,0.5182481751824818,0.7958481503717729,0.6320015137531696
language_en_all_rich,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,70,70,54,58,svm,rbf_c1,0.8206185567010309,0.7319770932434304,0.7434470933732192,0.559322033898305,0.9046321525885559,0.6534653465346535,0.8161686602318385,0.6652677543089172
language_en_all_rich,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,193,70,54,58,lr,c1,0.7463917525773196,0.7116796748718421,0.6878744277305429,0.6440677966101694,0.779291553133515,0.4840764331210191,0.811203990209209,0.6737253641123058
language_en_all_rich,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,193,70,54,58,dt,depth20,0.7896907216494845,0.7144160162564079,0.7144160162564079,0.5677966101694916,0.8610354223433242,0.5677966101694916,0.7144160162564079,0.4275476296952233
language_en_all_rich,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,193,70,54,58,rf,n200,0.8577319587628865,0.7076271186440678,0.7504492882230558,0.4152542372881356,1.0,1.0,0.8464185101371635,0.7575252936328692
language_en_all_rich,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,193,70,54,58,svm,linear_c1,0.7587628865979381,0.7141042811619637,0.6962665596146126,0.6271186440677966,0.8010899182561307,0.5034013605442177,0.8061815914653858,0.6617901799661617
language_en_all_rich,en,English,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,193,70,54,58,svm,rbf_c1,0.8,0.7327275666189442,0.7307236604868668,0.6016949152542372,0.8637602179836512,0.5867768595041323,0.8108576178820488,0.697235337672189
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,70,54,58,lr,c1,0.6989690721649484,0.6544705121692145,0.633488612836439,0.5677966101694916,0.7411444141689373,0.41358024691358025,0.7248649147924077,0.561194271121155
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,70,54,58,dt,depth20,0.7587628865979381,0.6451069135916501,0.6527255035158903,0.423728813559322,0.8664850136239782,0.5050505050505051,0.6846857248418232,0.4488597956683209
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,70,54,58,rf,n200,0.7958762886597938,0.6696300743545929,0.687053946776685,0.423728813559322,0.9155313351498637,0.6172839506172839,0.7539717360181037,0.6229146615959307
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,70,54,58,svm,linear_c1,0.7649484536082474,0.6578187779984298,0.6649090909090909,0.4491525423728814,0.8664850136239782,0.5196078431372549,0.7005726689142383,0.5125082518814823
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,70,54,58,svm,rbf_c1,0.7690721649484537,0.6720431349004756,0.6769435721762299,0.4830508474576271,0.8610354223433242,0.5277777777777778,0.7312381656121554,0.5639699182260659
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,70,54,58,lr,c1,0.7195876288659794,0.6680944903708493,0.651005291005291,0.5677966101694916,0.7683923705722071,0.4407894736842105,0.7385119844825198,0.5751419677580025
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,70,54,58,dt,depth20,0.7690721649484537,0.6892924767930542,0.6882031501125041,0.5338983050847458,0.8446866485013624,0.525,0.6886343693714496,0.39160139243535963
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,70,54,58,rf,n200,0.8309278350515464,0.7042903985590911,0.7316464237516869,0.4576271186440678,0.9509536784741145,0.75,0.7740728767376345,0.6811748038292924
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,70,54,58,svm,linear_c1,0.7752577319587629,0.6703805477301067,0.6785716457204701,0.4661016949152542,0.8746594005449592,0.5445544554455446,0.7062531750796657,0.5297232250728596
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,70,54,58,svm,rbf_c1,0.797938144329897,0.7169907172216321,0.7207403055229142,0.559322033898305,0.8746594005449592,0.5892857142857143,0.800166258717037,0.6654994801648632
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,70,54,58,lr,c1,0.734020618556701,0.7207546298434397,0.6845902168268965,0.6949152542372882,0.7465940054495913,0.4685714285714286,0.8063085946520113,0.6648800933320664
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,70,54,58,dt,depth20,0.7896907216494845,0.6971666743638294,0.7039568173113749,0.5169491525423728,0.8773841961852861,0.5754716981132075,0.7012769593127972,0.43383925558656067
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,70,54,58,rf,n200,0.8288659793814434,0.6914284394772087,0.7204921504502816,0.423728813559322,0.9591280653950953,0.7692307692307693,0.8091719392232023,0.702897209831878
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,70,54,58,svm,linear_c1,0.7711340206185567,0.7251535583983744,0.7090770552664429,0.635593220338983,0.8147138964577657,0.5244755244755245,0.8017364799334965,0.6292548383938186
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,70,54,58,svm,rbf_c1,0.797938144329897,0.7313651687987808,0.7287100456621005,0.6016949152542372,0.8610354223433242,0.5819672131147541,0.812508659308179,0.666260475187638
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,70,54,58,lr,c1,0.7402061855670103,0.6989678104650625,0.678124473285016,0.6186440677966102,0.779291553133515,0.474025974025974,0.793793007897289,0.6587397216169666
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,70,54,58,dt,depth20,0.777319587628866,0.6832425068119892,0.6884813017413646,0.5,0.8664850136239782,0.5462962962962963,0.6813143675241305,0.39778839584448533
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,70,54,58,rf,n200,0.8515463917525773,0.7006650348681476,0.7408265051656573,0.4067796610169492,0.9945504087193461,0.96,0.8332217244723595,0.7363679665642578
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,70,54,58,svm,linear_c1,0.7628865979381443,0.7110792961714312,0.6971202667405199,0.6101694915254238,0.8119891008174387,0.5106382978723404,0.7927769824042857,0.6365870716921906
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,70,54,58,svm,rbf_c1,0.8061855670103093,0.7425645407102942,0.739783105022831,0.6186440677966102,0.8664850136239782,0.5983606557377049,0.8079019073569482,0.6557445920466692
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,70,70,54,58,lr,c1,0.7422680412371134,0.7003302082852261,0.6799592459443908,0.6186440677966102,0.782016348773842,0.477124183006536,0.8030526947767054,0.6552893044198919
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,70,70,54,58,dt,depth20,0.7896907216494845,0.7144160162564079,0.7144160162564079,0.5677966101694916,0.8610354223433242,0.5677966101694916,0.7144160162564079,0.4275476296952233
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,70,70,54,58,rf,n200,0.8597938144329897,0.711864406779661,0.755225032656454,0.423728813559322,1.0,1.0,0.8407957326929294,0.7506530054561312
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,70,70,54,58,svm,linear_c1,0.7670103092783506,0.7109292014963284,0.6994103935280406,0.6016949152542372,0.8201634877384196,0.5182481751824818,0.7958481503717729,0.6320015137531696
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,70,70,54,58,svm,rbf_c1,0.8206185567010309,0.7319770932434304,0.7434470933732192,0.559322033898305,0.9046321525885559,0.6534653465346535,0.8161686602318385,0.6652677543089172
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,193,70,54,58,lr,c1,0.7463917525773196,0.7116796748718421,0.6878744277305429,0.6440677966101694,0.779291553133515,0.4840764331210191,0.811203990209209,0.6737253641123058
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,193,70,54,58,dt,depth20,0.7896907216494845,0.7144160162564079,0.7144160162564079,0.5677966101694916,0.8610354223433242,0.5677966101694916,0.7144160162564079,0.4275476296952233
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,193,70,54,58,rf,n200,0.8577319587628865,0.7076271186440678,0.7504492882230558,0.4152542372881356,1.0,1.0,0.8464185101371635,0.7575252936328692
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,193,70,54,58,svm,linear_c1,0.7587628865979381,0.7141042811619637,0.6962665596146126,0.6271186440677966,0.8010899182561307,0.5034013605442177,0.8061815914653858,0.6617901799661617
language_en_all_rich,en,English,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,193,70,54,58,svm,rbf_c1,0.8,0.7327275666189442,0.7307236604868668,0.6016949152542372,0.8637602179836512,0.5867768595041323,0.8108576178820488,0.697235337672189
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,69,40,56,lr,c1,0.6885245901639344,0.6660206718346253,0.6510087323095453,0.6111111111111112,0.7209302325581395,0.4782608695652174,0.6627906976744187,0.5102338746946591
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,69,40,56,dt,depth20,0.6885245901639344,0.6498708010335917,0.6419524250849552,0.5555555555555556,0.7441860465116279,0.47619047619047616,0.6563307493540051,0.4089253187613843
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,69,40,56,rf,n200,0.7213114754098361,0.6569767441860466,0.6594417077175698,0.5,0.813953488372093,0.5294117647058824,0.7325581395348838,0.5303207371723231
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,69,40,56,svm,linear_c1,0.7213114754098361,0.6569767441860466,0.6594417077175698,0.5,0.813953488372093,0.5294117647058824,0.6744186046511628,0.5195117672639691
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,69,40,56,svm,rbf_c1,0.7377049180327869,0.7332041343669251,0.7095238095238096,0.7222222222222222,0.7441860465116279,0.5416666666666666,0.7571059431524547,0.556697703525441
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,69,40,56,lr,c1,0.6721311475409836,0.6059431524547804,0.6059431524547804,0.4444444444444444,0.7674418604651163,0.4444444444444444,0.6291989664082687,0.4382672333375348
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,69,40,56,dt,depth20,0.6557377049180327,0.6266149870801034,0.6142728093947606,0.5555555555555556,0.6976744186046512,0.43478260869565216,0.6266149870801034,0.3726934347034133
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,69,40,56,rf,n200,0.7213114754098361,0.6246770025839793,0.6323998582063098,0.3888888888888889,0.8604651162790697,0.5384615384615384,0.6841085271317829,0.4519471203652591
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,69,40,56,svm,linear_c1,0.6885245901639344,0.601421188630491,0.6053796390875043,0.3888888888888889,0.813953488372093,0.4666666666666667,0.5723514211886305,0.3722066522901778
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,69,40,56,svm,rbf_c1,0.7704918032786885,0.7564599483204134,0.7396341463414634,0.7222222222222222,0.7906976744186046,0.5909090909090909,0.774547803617571,0.5483915931402135
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,69,40,56,lr,c1,0.7213114754098361,0.6892764857881137,0.6796416434970651,0.6111111111111112,0.7674418604651163,0.5238095238095238,0.6162790697674418,0.4790346031262871
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,69,40,56,dt,depth20,0.7868852459016393,0.751937984496124,0.7478537360890303,0.6666666666666666,0.8372093023255814,0.631578947368421,0.7519379844961239,0.5194132873166523
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,69,40,56,rf,n200,0.7049180327868853,0.6130490956072352,0.61875,0.3888888888888889,0.8372093023255814,0.5,0.7286821705426356,0.5287612883627377
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,69,40,56,svm,linear_c1,0.7213114754098361,0.6569767441860466,0.6594417077175698,0.5,0.813953488372093,0.5294117647058824,0.5374677002583979,0.39081616962429727
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,69,40,56,svm,rbf_c1,0.7704918032786885,0.7564599483204134,0.7396341463414634,0.7222222222222222,0.7906976744186046,0.5909090909090909,0.7803617571059431,0.5278556231471193
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,69,40,56,lr,c1,0.6721311475409836,0.6543927648578811,0.6369047619047619,0.6111111111111112,0.6976744186046512,0.4583333333333333,0.7596899224806202,0.6449724322495559
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,69,40,56,dt,depth20,0.6557377049180327,0.5781653746770026,0.5793103448275863,0.3888888888888889,0.7674418604651163,0.4117647058823529,0.5781653746770026,0.34045858780670735
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,69,40,56,rf,n200,0.8360655737704918,0.7545219638242895,0.7789855072463767,0.5555555555555556,0.9534883720930233,0.8333333333333334,0.8145994832041343,0.647517402683907
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,69,40,56,svm,linear_c1,0.6721311475409836,0.6382428940568475,0.6280487804878049,0.5555555555555556,0.7209302325581395,0.45454545454545453,0.7157622739018089,0.6149995677446525
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,69,40,56,svm,rbf_c1,0.7377049180327869,0.7493540051679586,0.7156177156177156,0.7777777777777778,0.7209302325581395,0.5384615384615384,0.7997416020671834,0.5897659710821933
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,69,69,40,56,lr,c1,0.7049180327868853,0.6776485788113695,0.6652439024390244,0.6111111111111112,0.7441860465116279,0.5,0.6963824289405685,0.6749100942518119
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,69,69,40,56,dt,depth20,0.6229508196721312,0.4903100775193798,0.4797923618835743,0.16666666666666666,0.813953488372093,0.2727272727272727,0.4903100775193798,0.29135618479880776
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,69,69,40,56,rf,n200,0.8032786885245902,0.6989664082687339,0.7218844984802432,0.4444444444444444,0.9534883720930233,0.8,0.8481912144702842,0.771565009065009
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,69,69,40,56,svm,linear_c1,0.6721311475409836,0.6382428940568475,0.6280487804878049,0.5555555555555556,0.7209302325581395,0.45454545454545453,0.6459948320413437,0.5619364438044554
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,69,69,40,56,svm,rbf_c1,0.7704918032786885,0.7564599483204134,0.7396341463414634,0.7222222222222222,0.7906976744186046,0.5909090909090909,0.8074935400516796,0.6938404880175223
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,69,69,40,56,lr,c1,0.7049180327868853,0.6776485788113695,0.6652439024390244,0.6111111111111112,0.7441860465116279,0.5,0.6963824289405685,0.6749100942518119
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,69,69,40,56,dt,depth20,0.6229508196721312,0.5387596899224806,0.5392446633825945,0.3333333333333333,0.7441860465116279,0.35294117647058826,0.5387596899224806,0.31436837029893927
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,69,69,40,56,rf,n200,0.8524590163934426,0.7822997416020672,0.80538816022687,0.6111111111111112,0.9534883720930233,0.8461538461538461,0.83656330749354,0.7872644280614639
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,69,69,40,56,svm,linear_c1,0.6721311475409836,0.6382428940568475,0.6280487804878049,0.5555555555555556,0.7209302325581395,0.45454545454545453,0.6459948320413437,0.5619364438044554
language_es_all_rich,es,Spanish,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,69,69,40,56,svm,rbf_c1,0.7704918032786885,0.7564599483204134,0.7396341463414634,0.7222222222222222,0.7906976744186046,0.5909090909090909,0.8074935400516796,0.6938404880175223
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,69,40,56,lr,c1,0.7213114754098361,0.67312661498708,0.6702702702702703,0.5555555555555556,0.7906976744186046,0.5263157894736842,0.6666666666666667,0.49747393203860457
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,69,40,56,dt,depth20,0.6721311475409836,0.6382428940568475,0.6280487804878049,0.5555555555555556,0.7209302325581395,0.45454545454545453,0.6382428940568475,0.3836727935088591
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,69,40,56,rf,n200,0.6721311475409836,0.5736434108527132,0.5763888888888888,0.3333333333333333,0.813953488372093,0.42857142857142855,0.6337209302325582,0.45972584432364794
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,69,40,56,svm,linear_c1,0.7049180327868853,0.6453488372093024,0.6453488372093024,0.5,0.7906976744186046,0.5,0.665374677002584,0.4986640294191782
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,69,40,56,svm,rbf_c1,0.7704918032786885,0.7564599483204134,0.7396341463414634,0.7222222222222222,0.7906976744186046,0.5909090909090909,0.7609819121447028,0.496110316045442
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,69,40,56,lr,c1,0.7049180327868853,0.661498708010336,0.6560150375939849,0.5555555555555556,0.7674418604651163,0.5,0.702842377260982,0.5863432420620215
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,69,40,56,dt,depth20,0.639344262295082,0.582687338501292,0.5795739348370927,0.4444444444444444,0.7209302325581395,0.4,0.582687338501292,0.34171220400728597
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,69,40,56,rf,n200,0.7049180327868853,0.6130490956072352,0.61875,0.3888888888888889,0.8372093023255814,0.5,0.6679586563307494,0.4143057591348979
