timestamp,smoke,seed,model,pooling,length_mode,training,translated,setting,task,test_language,language_label,text_col,train_size,test_size,train_label_dist,test_label_dist,classifier,accuracy,macro_f1,best_params
2026-05-15 21:55:23,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,gr,Greek,Text_interviewer_participant,172,43,"{""Dementia"": 106, ""HC"": 66}","{""Dementia"": 26, ""HC"": 17}",LR,0.6976744186046512,0.6490897677338355,"{""C"": 10}"
2026-05-15 21:55:23,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,gr,Greek,Text_interviewer_participant,172,43,"{""Dementia"": 106, ""HC"": 66}","{""Dementia"": 26, ""HC"": 17}",SVM,0.6744186046511628,0.6699561403508771,"{""C"": 10, ""kernel"": ""linear""}"
2026-05-15 21:55:23,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,gr,Greek,Text_interviewer_participant,172,43,"{""Dementia"": 106, ""HC"": 66}","{""Dementia"": 26, ""HC"": 17}",DT,0.6976744186046512,0.6950354609929078,"{""max_depth"": 10}"
2026-05-15 21:55:23,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,gr,Greek,Text_interviewer_participant,172,43,"{""Dementia"": 106, ""HC"": 66}","{""Dementia"": 26, ""HC"": 17}",RF,0.6744186046511628,0.6141025641025641,"{""n_estimators"": 100}"
2026-05-15 21:55:23,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,gr,Greek,Text_interviewer_participant,172,43,"{""Dementia"": 106, ""HC"": 66}","{""Dementia"": 26, ""HC"": 17}",Best Ensemble,0.7441860465116279,,DT + SVM + LR
2026-05-15 21:55:51,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,cha,Chinese,Text_interviewer_participant,351,88,"{""Dementia"": 119, ""HC"": 232}","{""Dementia"": 30, ""HC"": 58}",LR,0.8295454545454546,0.8087787918296393,"{""C"": 10}"
2026-05-15 21:55:51,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,cha,Chinese,Text_interviewer_participant,351,88,"{""Dementia"": 119, ""HC"": 232}","{""Dementia"": 30, ""HC"": 58}",SVM,0.875,0.8640258463267312,"{""C"": 10, ""kernel"": ""linear""}"
2026-05-15 21:55:51,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,cha,Chinese,Text_interviewer_participant,351,88,"{""Dementia"": 119, ""HC"": 232}","{""Dementia"": 30, ""HC"": 58}",Best Ensemble,0.875,,RF + SVM
2026-05-15 21:55:51,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,cha,Chinese,Text_interviewer_participant,351,88,"{""Dementia"": 119, ""HC"": 232}","{""Dementia"": 30, ""HC"": 58}",RF,0.8295454545454546,0.7929411764705883,"{""n_estimators"": 200}"
2026-05-15 21:55:51,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,cha,Chinese,Text_interviewer_participant,351,88,"{""Dementia"": 119, ""HC"": 232}","{""Dementia"": 30, ""HC"": 58}",DT,0.6704545454545454,0.6165289256198347,"{""max_depth"": 10}"
2026-05-15 21:56:25,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,spa,Spanish,Text_interviewer_participant,233,59,"{""Dementia"": 77, ""HC"": 156}","{""Dementia"": 20, ""HC"": 39}",LR,0.7288135593220338,0.6053511705685619,"{""C"": 10}"
2026-05-15 21:56:25,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,spa,Spanish,Text_interviewer_participant,233,59,"{""Dementia"": 77, ""HC"": 156}","{""Dementia"": 20, ""HC"": 39}",DT,0.7627118644067796,0.7107843137254902,"{""max_depth"": 20}"
2026-05-15 21:56:25,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,spa,Spanish,Text_interviewer_participant,233,59,"{""Dementia"": 77, ""HC"": 156}","{""Dementia"": 20, ""HC"": 39}",Best Ensemble,0.7627118644067796,,DT + RF
2026-05-15 21:56:25,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,spa,Spanish,Text_interviewer_participant,233,59,"{""Dementia"": 77, ""HC"": 156}","{""Dementia"": 20, ""HC"": 39}",RF,0.711864406779661,0.6281053021876158,"{""n_estimators"": 200}"
2026-05-15 21:56:25,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,binary,spa,Spanish,Text_interviewer_participant,233,59,"{""Dementia"": 77, ""HC"": 156}","{""Dementia"": 20, ""HC"": 39}",SVM,0.7457627118644068,0.6193548387096774,"{""C"": 1, ""kernel"": ""linear""}"
2026-05-15 21:57:56,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,en,English,Text_interviewer_participant,2449,272,"{""Dementia"": 512, ""HC"": 1628, ""MCI"": 309}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",SVM,0.2316176470588235,0.1253731343283582,"{""C"": 1, ""kernel"": ""rbf""}"
2026-05-15 21:57:56,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,en,English,Text_interviewer_participant,2449,272,"{""Dementia"": 512, ""HC"": 1628, ""MCI"": 309}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",DT,0.5073529411764706,0.5097513106333835,"{""max_depth"": 10}"
2026-05-15 21:57:56,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,en,English,Text_interviewer_participant,2449,272,"{""Dementia"": 512, ""HC"": 1628, ""MCI"": 309}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",Best Ensemble,0.6801470588235294,,RF + SVM + LR
2026-05-15 21:57:56,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,en,English,Text_interviewer_participant,2449,272,"{""Dementia"": 512, ""HC"": 1628, ""MCI"": 309}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",RF,0.6691176470588235,0.646897449552157,"{""n_estimators"": 200}"
2026-05-15 21:57:56,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,en,English,Text_interviewer_participant,2449,272,"{""Dementia"": 512, ""HC"": 1628, ""MCI"": 309}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",LR,0.6544117647058824,0.6372379652436219,"{""C"": 10}"
2026-05-15 22:03:22,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,gr,Greek,Text_interviewer_participant,211,53,"{""Dementia"": 106, ""HC"": 66, ""MCI"": 39}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",SVM,0.5660377358490566,0.5636128364389233,"{""C"": 10, ""kernel"": ""linear""}"
2026-05-15 22:03:22,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,gr,Greek,Text_interviewer_participant,211,53,"{""Dementia"": 106, ""HC"": 66, ""MCI"": 39}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",DT,0.4716981132075472,0.4647495361781076,"{""max_depth"": 10}"
2026-05-15 22:03:22,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,gr,Greek,Text_interviewer_participant,211,53,"{""Dementia"": 106, ""HC"": 66, ""MCI"": 39}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",RF,0.5849056603773585,0.51010101010101,"{""n_estimators"": 200}"
2026-05-15 22:03:22,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,gr,Greek,Text_interviewer_participant,211,53,"{""Dementia"": 106, ""HC"": 66, ""MCI"": 39}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",LR,0.5849056603773585,0.5426900584795321,"{""C"": 10}"
2026-05-15 22:03:22,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,gr,Greek,Text_interviewer_participant,211,53,"{""Dementia"": 106, ""HC"": 66, ""MCI"": 39}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",Best Ensemble,0.6226415094339622,,DT + RF + SVM + LR
2026-05-15 22:04:00,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,cha,Chinese,Text_interviewer_participant,610,153,"{""Dementia"": 119, ""HC"": 232, ""MCI"": 259}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",RF,0.5947712418300654,0.5795415767293658,"{""n_estimators"": 50}"
2026-05-15 22:04:00,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,cha,Chinese,Text_interviewer_participant,610,153,"{""Dementia"": 119, ""HC"": 232, ""MCI"": 259}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",SVM,0.6209150326797386,0.6208370994716185,"{""C"": 10, ""kernel"": ""linear""}"
2026-05-15 22:04:00,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,cha,Chinese,Text_interviewer_participant,610,153,"{""Dementia"": 119, ""HC"": 232, ""MCI"": 259}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",DT,0.5228758169934641,0.4867996201329534,"{""max_depth"": 10}"
2026-05-15 22:04:00,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,cha,Chinese,Text_interviewer_participant,610,153,"{""Dementia"": 119, ""HC"": 232, ""MCI"": 259}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",Best Ensemble,0.6601307189542484,,DT + SVM + LR
2026-05-15 22:04:00,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,cha,Chinese,Text_interviewer_participant,610,153,"{""Dementia"": 119, ""HC"": 232, ""MCI"": 259}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",LR,0.6666666666666666,0.6563705028821308,"{""C"": 10}"
2026-05-15 22:04:54,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,spa,Spanish,Text_interviewer_participant,303,76,"{""Dementia"": 77, ""HC"": 156, ""MCI"": 70}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",SVM,0.5263157894736842,0.4410815081553738,"{""C"": 10, ""kernel"": ""linear""}"
2026-05-15 22:04:54,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,spa,Spanish,Text_interviewer_participant,303,76,"{""Dementia"": 77, ""HC"": 156, ""MCI"": 70}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",LR,0.5526315789473685,0.3190993788819876,"{""C"": 1}"
2026-05-15 22:04:54,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,spa,Spanish,Text_interviewer_participant,303,76,"{""Dementia"": 77, ""HC"": 156, ""MCI"": 70}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",RF,0.5657894736842105,0.4212804739120528,"{""n_estimators"": 100}"
2026-05-15 22:04:54,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,spa,Spanish,Text_interviewer_participant,303,76,"{""Dementia"": 77, ""HC"": 156, ""MCI"": 70}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",DT,0.5,0.4308144064241626,"{""max_depth"": 10}"
2026-05-15 22:04:54,False,42,xlm-roberta-base,cls,truncate,mono,no,Monolingual,multiclass,spa,Spanish,Text_interviewer_participant,303,76,"{""Dementia"": 77, ""HC"": 156, ""MCI"": 70}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",Best Ensemble,0.5921052631578947,,SVM + LR
2026-05-15 22:06:54,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,en,English,Text_interviewer_participant,2896,194,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 63, ""HC"": 131}",Best Ensemble,0.845360824742268,,DT + RF + SVM
2026-05-15 22:06:54,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,en,English,Text_interviewer_participant,2896,194,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 63, ""HC"": 131}",LR,0.6752577319587629,0.403076923076923,"{""C"": 0.1}"
2026-05-15 22:06:54,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,en,English,Text_interviewer_participant,2896,194,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 63, ""HC"": 131}",RF,0.8814432989690721,0.8606104151697853,"{""n_estimators"": 100}"
2026-05-15 22:06:54,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,en,English,Text_interviewer_participant,2896,194,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 63, ""HC"": 131}",SVM,0.7577319587628866,0.6813113837335291,"{""C"": 0.1, ""kernel"": ""linear""}"
2026-05-15 22:06:54,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,en,English,Text_interviewer_participant,2896,194,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 63, ""HC"": 131}",DT,0.8092783505154639,0.7736146592235154,"{""max_depth"": 10}"
2026-05-15 22:12:36,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,gr,Greek,Text_interviewer_participant,2896,43,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 26, ""HC"": 17}",RF,0.6511627906976745,0.5951035781544256,"{""n_estimators"": 100}"
2026-05-15 22:12:36,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,gr,Greek,Text_interviewer_participant,2896,43,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 26, ""HC"": 17}",DT,0.5116279069767442,0.4941176470588235,"{""max_depth"": 10}"
2026-05-15 22:12:36,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,gr,Greek,Text_interviewer_participant,2896,43,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 26, ""HC"": 17}",SVM,0.627906976744186,0.4379084967320261,"{""C"": 0.1, ""kernel"": ""linear""}"
2026-05-15 22:12:36,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,gr,Greek,Text_interviewer_participant,2896,43,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 26, ""HC"": 17}",Best Ensemble,0.6511627906976745,,DT + RF + SVM
2026-05-15 22:12:36,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,gr,Greek,Text_interviewer_participant,2896,43,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 26, ""HC"": 17}",LR,0.5348837209302325,0.5346320346320346,"{""C"": 0.1}"
2026-05-15 22:17:55,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,cha,Chinese,Text_interviewer_participant,2896,88,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 30, ""HC"": 58}",RF,0.8181818181818182,0.7862780813600485,"{""n_estimators"": 100}"
2026-05-15 22:17:55,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,cha,Chinese,Text_interviewer_participant,2896,88,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 30, ""HC"": 58}",DT,0.6818181818181818,0.6333333333333333,"{""max_depth"": 10}"
2026-05-15 22:17:55,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,cha,Chinese,Text_interviewer_participant,2896,88,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 30, ""HC"": 58}",LR,0.7613636363636364,0.6865139949109414,"{""C"": 0.1}"
2026-05-15 22:17:55,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,cha,Chinese,Text_interviewer_participant,2896,88,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 30, ""HC"": 58}",Best Ensemble,0.8181818181818182,,RF + LR
2026-05-15 22:17:55,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,cha,Chinese,Text_interviewer_participant,2896,88,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 30, ""HC"": 58}",SVM,0.6022727272727273,0.6018099547511313,"{""C"": 0.1, ""kernel"": ""linear""}"
2026-05-15 22:23:15,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,spa,Spanish,Text_interviewer_participant,2896,59,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 20, ""HC"": 39}",SVM,0.3389830508474576,0.2531645569620253,"{""C"": 0.1, ""kernel"": ""linear""}"
2026-05-15 22:23:15,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,spa,Spanish,Text_interviewer_participant,2896,59,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 20, ""HC"": 39}",RF,0.7627118644067796,0.6722222222222223,"{""n_estimators"": 100}"
2026-05-15 22:23:15,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,spa,Spanish,Text_interviewer_participant,2896,59,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 20, ""HC"": 39}",Best Ensemble,0.7627118644067796,,RF + SVM + LR
2026-05-15 22:23:15,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,spa,Spanish,Text_interviewer_participant,2896,59,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 20, ""HC"": 39}",LR,0.6610169491525424,0.3979591836734694,"{""C"": 0.1}"
2026-05-15 22:23:15,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,binary,spa,Spanish,Text_interviewer_participant,2896,59,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 20, ""HC"": 39}",DT,0.6101694915254238,0.4742347927160015,"{""max_depth"": 10}"
2026-05-15 22:30:00,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,en,English,Text_interviewer_participant,3573,272,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",DT,0.5367647058823529,0.5172159603809198,"{""max_depth"": 10}"
2026-05-15 22:30:00,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,en,English,Text_interviewer_participant,3573,272,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",SVM,0.5404411764705882,0.4688775642072604,"{""C"": 0.1, ""kernel"": ""linear""}"
2026-05-15 22:30:00,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,en,English,Text_interviewer_participant,3573,272,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",Best Ensemble,0.6544117647058824,,DT + RF + LR
2026-05-15 22:30:00,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,en,English,Text_interviewer_participant,3573,272,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",RF,0.625,0.5929160870218338,"{""n_estimators"": 50}"
2026-05-15 22:30:00,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,en,English,Text_interviewer_participant,3573,272,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 63, ""HC"": 131, ""MCI"": 78}",LR,0.6470588235294118,0.6352101042291466,"{""C"": 10}"
2026-05-15 22:39:46,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,gr,Greek,Text_interviewer_participant,3573,53,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",RF,0.5660377358490566,0.4825641025641025,"{""n_estimators"": 50}"
2026-05-15 22:39:46,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,gr,Greek,Text_interviewer_participant,3573,53,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",LR,0.5849056603773585,0.5775533108866443,"{""C"": 10}"
2026-05-15 22:39:46,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,gr,Greek,Text_interviewer_participant,3573,53,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",DT,0.4528301886792453,0.4007936507936507,"{""max_depth"": 10}"
2026-05-15 22:39:46,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,gr,Greek,Text_interviewer_participant,3573,53,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",SVM,0.5283018867924528,0.3362193362193362,"{""C"": 0.1, ""kernel"": ""linear""}"
2026-05-15 22:39:46,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,gr,Greek,Text_interviewer_participant,3573,53,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 26, ""HC"": 17, ""MCI"": 10}",Best Ensemble,0.6415094339622641,,RF + LR
2026-05-15 22:50:13,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,cha,Chinese,Text_interviewer_participant,3573,153,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",Best Ensemble,0.6143790849673203,,DT + RF + SVM + LR
2026-05-15 22:50:13,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,cha,Chinese,Text_interviewer_participant,3573,153,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",DT,0.5163398692810458,0.4418639589243263,"{""max_depth"": 10}"
2026-05-15 22:50:13,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,cha,Chinese,Text_interviewer_participant,3573,153,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",RF,0.5882352941176471,0.5666471163245356,"{""n_estimators"": 50}"
2026-05-15 22:50:13,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,cha,Chinese,Text_interviewer_participant,3573,153,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",SVM,0.457516339869281,0.3134051805634335,"{""C"": 0.1, ""kernel"": ""linear""}"
2026-05-15 22:50:13,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,cha,Chinese,Text_interviewer_participant,3573,153,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 30, ""HC"": 58, ""MCI"": 65}",LR,0.5555555555555556,0.5507831204196136,"{""C"": 10}"
2026-05-15 22:59:48,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,spa,Spanish,Text_interviewer_participant,3573,76,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",LR,0.5263157894736842,0.3548704382037715,"{""C"": 10}"
2026-05-15 22:59:48,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,spa,Spanish,Text_interviewer_participant,3573,76,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",RF,0.5263157894736842,0.368080808080808,"{""n_estimators"": 50}"
2026-05-15 22:59:48,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,spa,Spanish,Text_interviewer_participant,3573,76,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",SVM,0.2631578947368421,0.2251694665487769,"{""C"": 0.1, ""kernel"": ""linear""}"
2026-05-15 22:59:48,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,spa,Spanish,Text_interviewer_participant,3573,76,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",Best Ensemble,0.5263157894736842,,RF + LR
2026-05-15 22:59:48,False,42,xlm-roberta-base,cls,truncate,multi,no,Multilingual-Combined,multiclass,spa,Spanish,Text_interviewer_participant,3573,76,"{""Dementia"": 814, ""HC"": 2082, ""MCI"": 677}","{""Dementia"": 20, ""HC"": 39, ""MCI"": 17}",DT,0.4342105263157895,0.3381848037020451,"{""max_depth"": 10}"
2026-05-15 23:10:29,False,42,xlm-roberta-base,cls,truncate,multi,yes,Translated-Combined,binary,en,English,translated,2896,194,"{""Dementia"": 814, ""HC"": 2082}","{""Dementia"": 63, ""HC"": 131}",Best Ensemble,0.8608247422680413,,RF + SVM
